"id","Predict"
1,113.075790307243
2,64.3301079283431
3,56.5602363337798
4,135.097333266386
5,80.1221100200857
6,359.486199218078
7,203.684298017128
8,106.584938907559
9,88.8715725006668
10,113.546466968271
11,45.0764726231256
12,326.264749104757
13,70.2080384348549
14,221.529980164907
15,127.009181507287
16,131.487745155259
17,68.0878938465226
18,99.3585397251642
19,228.489575221668
20,271.167547436094
21,46.5649109544122
22,54.5331481219939
23,115.224325645484
24,115.974964555141
25,372.444114229453
26,105.444138532376
27,91.3718420542735
28,126.83679052981
29,79.5077106534818
30,86.6711151050366
31,270.79842322558
32,327.587153529373
33,40.1287674570356
34,65.5755589304772
35,421.48740434549
36,245.176108363305
37,203.737737708531
38,134.123871660511
39,128.543675422791
40,123.915348200901
41,41.976321028941
42,41.0648489043012
43,126.55286845346
44,232.27381830103
45,142.893291041996
46,343.173954629112
47,343.079217778311
48,270.567645928579
49,107.023645038337
50,307.409857572733
51,50.3032580628822
52,218.955544623256
53,252.127331260554
54,63.4455443217364
55,191.251467536367
56,260.978617497387
57,160.0302336014
58,124.140164045904
59,94.7155051531478
60,76.8076775752465
61,215.790722321483
62,113.309530186479
63,61.7386564887066
64,216.452740456362
65,291.982472318352
66,42.8307418108218
67,123.977129055907
68,212.562623102521
69,35.6147557297761
70,113.750842206617
71,147.347375945935
72,177.188758822354
73,77.0307636810673
74,82.877342300216
75,160.534601464552
76,151.991592046217
77,621.219738836876
78,544.257708247401
79,217.232198748076
80,55.599191426502
81,73.2648855820111
82,83.8902821629092
83,139.827682503685
84,86.8574920649624
85,37.3775187322929
86,272.991344565335
87,91.4513162001212
88,118.913888269828
89,136.384011275367
90,379.546000060302
91,31.5989805813265
92,39.948690210519
93,76.1769574240956
94,298.547300365542
95,353.680302090013
96,100.447233485198
97,135.018247316151
98,109.373591142007
99,345.401814066676
100,127.532970638223
101,419.444088412087
102,85.9858787352532
103,94.8549954525829
104,50.7315629602991
105,347.36854214366
106,30.7311827697071
107,125.728221084952
108,95.7093337427041
109,173.370889130623
110,313.665728822585
111,111.418693226884
112,66.4472751740647
113,232.290006512027
114,115.00230922924
115,53.860940962228
116,70.8862949173312
117,212.144091375117
118,456.73659561598
119,121.10364693707
120,133.258122475559
121,148.245720217191
122,312.71281837832
123,85.1727025624197
124,133.664671684961
125,73.1161358152811
126,183.34398470751
127,135.060615790824
128,188.193548077107
129,373.135025763163
130,89.1571198148642
131,204.042681077248
132,215.045843051606
133,98.7625567396902
134,84.6914017047133
135,81.8652040387023
136,148.298145132103
137,134.130803354352
138,163.84825120097
139,83.3860729677373
140,113.048051118035
141,43.5645209367719
142,314.154893255607
143,90.9758555973191
144,31.4553184295221
145,166.108771855127
146,203.110682629005
147,70.7802189777715
148,42.9720314859376
149,176.137965428946
150,35.3923950637208
151,125.549486351647
152,102.805119510599
153,18.5652750842622
154,157.695847900175
155,136.061456167802
156,266.880649866611
157,243.63456167584
158,97.3842464848697
159,183.958419068961
160,615.31398396098
161,348.02277934282
162,276.546231467136
163,209.130623653435
164,98.011790649071
165,145.91064463124
166,213.69498603788
167,458.27995657139
168,300.026293270596
169,111.843360919714
170,287.95495714006
171,183.661666800917
172,109.798019130132
173,120.986264847822
174,111.934821627782
175,205.625688964073
176,155.97077691293
177,112.987157444951
178,104.947114733752
179,206.103598845385
180,126.460922282045
181,108.262996752582
182,110.433222339894
183,227.100860391498
184,228.968151210655
185,184.662606844575
186,163.821901301464
187,161.595983986876
188,109.506287634115
189,105.385691318107
190,68.6988068713191
191,292.848643279783
192,262.125425533188
193,47.7193831363
194,196.382987253236
195,412.456180932559
196,94.0615861864342
197,231.567609652737
198,35.8786523136952
199,267.367519487778
200,53.5714913319093
201,186.87919429522
202,144.363034043256
203,135.414622116913
204,154.086119889902
205,142.866961184028
206,59.4964840018437
207,122.059958447065
208,100.778083358141
209,318.628692558821
210,157.373635205755
211,236.736064815884
212,49.4822658366519
213,318.659254635422
214,288.143970705583
215,160.225839451717
216,91.2551758358193
217,596.635983065603
218,89.8125836127673
219,194.315646384569
220,90.0124973276246
221,114.823303239912
222,95.7358219669031
223,69.135831925664
224,143.189181578901
225,81.5563075744156
226,74.8964091378689
227,310.194043465742
228,90.1024639930771
229,52.719347819621
230,102.365978216407
231,244.462113386246
232,297.014158301933
233,70.7476022963096
234,211.215518285397
235,532.902064678952
236,69.6046853644898
237,370.449012858706
238,82.6648202589905
239,100.591385411015
240,36.7198344198716
241,171.995810093231
242,309.670687635753
243,221.935361571997
244,145.855536864096
245,45.5937291291703
246,280.443030456367
247,174.090125992292
248,93.7103918145004
249,181.192409236151
250,207.155869382021
251,180.276739424198
252,159.150061704209
253,84.5089122609711
254,238.556339225007
255,414.864842941674
256,462.300665850166
257,179.014749231402
258,187.56102401972
259,139.767716519472
260,91.2348987640598
261,128.567811813127
262,23.3454116291276
263,225.575878544407
264,57.4647799507246
265,67.8142383652655
266,159.17040433414
267,60.2305351050383
268,128.558241356518
269,40.7368085799832
270,332.266456398291
271,159.851386815446
272,64.2738003992703
273,113.403760237853
274,175.680539368389
275,108.909993531286
276,101.578482614422
277,235.322494826971
278,70.0105630174698
279,127.658544182612
280,233.392938825094
281,126.581860117412
282,142.676444770693
283,216.726075839581
284,45.3584790643085
285,35.2632267702475
286,215.665506476753
287,51.9381958477955
288,151.243704338193
289,127.854815006046
