"id","Predict"
1,134.315231176619
2,73.8139986783855
3,63.3015860623014
4,177.623427112741
5,94.229661344422
6,220.782810696974
7,175.912335340295
8,123.048161141055
9,104.022445266951
10,123.522545455575
11,62.0417798026198
12,345.143671165519
13,82.3828910611782
14,189.916156156819
15,125.446204899093
16,158.73475379164
17,80.7706840123458
18,124.488510701924
19,283.632772489
20,245.604256105744
21,52.9633601245669
22,62.5314838019234
23,119.581395688414
24,120.122152087445
25,305.084503090035
26,90.6075826985119
27,93.5751434288925
28,113.930697940999
29,132.988043260841
30,97.8641193051009
31,258.307523137327
32,314.048224598975
33,56.8124298569673
34,74.7069225219566
35,416.82467825025
36,234.907027050056
37,205.559704777216
38,161.342730459982
39,149.315094462957
40,144.571653705856
41,54.5016206712753
42,50.4695498592093
43,115.154577599386
44,223.10117119238
45,132.978359433503
46,395.355125260167
47,336.095618564086
48,260.835022108162
49,109.710620852344
50,395.004043694234
51,124.479838290561
52,181.51477577572
53,217.837890669782
54,82.6265291741459
55,205.197860958038
56,292.372327893588
57,188.486059679121
58,112.465648425289
59,75.3211403884181
60,106.991495532516
61,225.951428801303
62,112.547100879324
63,65.0621834110107
64,160.773920466163
65,236.896101318792
66,52.4101155336399
67,179.702734240502
68,202.622884625432
69,40.047750753531
70,136.819471235974
71,184.300823022485
72,190.061380319941
73,73.8777216007914
74,106.053784459649
75,175.34013728028
76,190.260861713096
77,546.757822313759
78,458.223085988195
79,214.580335716095
80,99.5738343445289
81,89.6171594230521
82,81.7918773761907
83,149.179614234817
84,106.292081804901
85,55.9092855913793
86,223.946145893948
87,119.637134047375
88,121.639311471756
89,124.84636473676
90,430.838487789183
91,38.6050439015845
92,90.6655380604322
93,86.8034462041036
94,260.087773320434
95,341.800214123091
96,91.8808859173879
97,147.58868321483
98,136.020914901491
99,356.29562754766
100,147.907123662576
101,450.446349047245
102,136.506466861279
103,93.4415165728475
104,49.1453552508397
105,292.996564332152
106,51.4527561749558
107,147.096179260212
108,123.881115286066
109,181.776895662102
110,310.037960664136
111,108.68501322836
112,67.7234388648023
113,239.790955426099
114,96.0937528300673
115,61.3555850391514
116,91.1967065538292
117,205.597011638748
118,430.523885721184
119,161.159574385705
120,172.726403584218
121,168.451050606534
122,377.310964720598
123,146.801043283213
124,127.072685902832
125,72.940121756797
126,154.454746470444
127,134.721764000752
128,152.863935678353
129,418.988410639803
130,86.8268892482782
131,223.545472866697
132,166.834147254284
133,100.348904932767
134,91.3873459361418
135,112.841330033472
136,165.622690822455
137,149.470280519916
138,215.575699852094
139,90.3441607917011
140,115.707380085066
141,49.8822421837392
142,283.536334698689
143,127.205748641677
144,43.4229880159079
145,204.859858341007
146,161.279602566416
147,85.1044439567843
148,48.7295666631066
149,192.715161501475
150,47.2750207025642
151,129.919104035646
152,135.590960179127
153,34.0506844714324
154,149.814991410089
155,144.723109909838
156,380.594242239208
157,271.938886193413
158,101.866368043085
159,273.577660821069
160,516.802531343288
161,339.698504565796
162,312.09137936454
163,187.491619036939
164,93.3203473224889
165,276.688559556077
166,250.690973416667
167,552.918832113923
168,251.538002564301
169,116.127352429563
170,281.93679903636
171,181.769636684409
172,128.844216331401
173,130.443736339096
174,129.622684976273
175,201.655945831697
176,163.313557606777
177,193.232209128631
178,126.751595438592
179,247.281690374901
180,137.241375186484
181,137.336155588147
182,97.5329981283761
183,227.915556303525
184,210.195236474137
185,193.927330470903
186,160.359643683278
187,185.347630453868
188,144.511704014576
189,105.145881841589
190,84.6328782890728
191,255.978635747909
192,193.502615382123
193,51.3840128665161
194,273.002596116721
195,337.558641124118
196,119.839439091296
197,237.215119974095
198,51.4203986076716
199,251.387331326378
200,71.9502407440825
201,182.912733253605
202,183.43906494633
203,134.896318582267
204,185.705599102754
205,131.502043191984
206,54.5442991032282
207,139.706654244099
208,111.068073493838
209,315.861120232641
210,142.021731614096
211,161.576628884834
212,55.5670699903547
213,405.561390094347
214,245.813891437948
215,147.471948877721
216,126.378711438461
217,442.83249010216
218,101.183463402615
219,196.876681267386
220,108.018727942393
221,115.067217913395
222,87.2147523279941
223,74.2023876190203
224,159.775187153202
225,101.735456890647
226,104.971186322802
227,279.679221698296
228,83.3285132565271
229,58.8053356910379
230,101.621725512507
231,254.495828508233
232,256.898827461555
233,64.0431407135857
